feature,scale_pct,ticker,n_total,n_near,n_far,kl_near_vs_far,kl_near_to_far,kl_far_to_near,cohens_d,abs_cohens_d,overlap,mann_whitney_p,rank_biserial_r,near_mean,near_std,near_median,far_mean,far_std,far_median,lift_max,lift_lo,lift_hi,prec_lo,prec_hi,base_rate,selectivity_5v3,is_significant,kl_near_vs_far_rank,abs_cohens_d_rank,lift_max_rank,overlap_inv_rank,composite_score
kf_tension_norm_innov,5,UNIVERSAL,91252,25542,42298,0.0241,0.0252,0.0230,-0.0028,0.0028,0.9164,0.0426,-0.0093,-0.0018,1.6572,-0.0015,0.0018,0.9882,-0.0043,1.4289,1.4289,1.4289,0.3748,0.3748,0.2799,-0.0056,False,0.3507,0.0841,0.4203,0.3275,0.2968
kf_tension_norm_innov,7,UNIVERSAL,91252,16805,56142,0.0223,0.0230,0.0215,-0.0030,0.0030,0.9223,0.2510,-0.0058,-0.0037,1.5036,-0.0020,-0.0000,1.1627,-0.0037,1.4662,1.4662,1.4394,0.2518,0.2472,0.1842,0.0000,False,0.3275,0.0928,0.4609,0.2870,0.2941
d2_tension_tide,7,UNIVERSAL,91252,16805,56142,0.0191,0.0197,0.0185,0.0018,0.0018,0.9250,0.9790,0.0001,0.0002,0.2940,-0.0004,-0.0002,0.2052,-0.0006,1.5767,1.5767,1.4851,0.2715,0.2558,0.1842,0.0000,False,0.2725,0.0725,0.5565,0.2667,0.2923
kf_conjugation_innov,3,UNIVERSAL,91252,42076,22946,0.0216,0.0216,0.0215,0.0361,0.0361,0.9127,0.0366,-0.0099,0.0002,0.0803,-0.0003,-0.0025,0.0616,-0.0000,1.0884,1.0425,1.0884,0.4723,0.4931,0.4611,0.0000,False,0.3159,0.3507,0.1333,0.3507,0.2859
d_conj_wave_current,7,UNIVERSAL,91252,16805,56142,0.0198,0.0202,0.0194,-0.0124,0.0124,0.9146,0.0000,0.0229,-0.0006,0.0775,-0.0019,0.0001,0.0530,-0.0001,1.3554,1.3554,1.3352,0.2352,0.2316,0.1842,0.0000,False,0.2870,0.1826,0.3449,0.3362,0.2852
kf_conjugation_innov,7,UNIVERSAL,91252,16805,56142,0.0185,0.0187,0.0183,0.0210,0.0210,0.9159,0.9279,0.0005,0.0009,0.0886,-0.0003,-0.0005,0.0651,0.0002,1.2761,1.1738,1.2761,0.2062,0.2242,0.1842,0.0000,False,0.2609,0.2696,0.2667,0.3333,0.2790
kf_rvol_norm_innov,5,UNIVERSAL,91252,25542,42298,0.0092,0.0095,0.0089,-0.0387,0.0387,0.9486,0.0000,0.0241,-0.0513,1.4989,-0.0078,0.0003,1.2246,0.0248,1.3903,1.3903,1.2277,0.3710,0.3276,0.2799,-0.0335,False,0.1826,0.3710,0.3739,0.1884,0.2787
geo_accel_align,7,UNIVERSAL,91252,16805,56142,0.0066,0.0066,0.0067,0.0838,0.0838,0.9517,0.0000,-0.0496,0.0984,0.7038,0.1828,0.0400,0.6952,0.0274,1.2537,0.8707,1.2537,0.1587,0.2285,0.1842,0.0000,False,0.1681,0.4928,0.2522,0.1739,0.2714
spread_tide_current,5,UNIVERSAL,91252,25542,42298,0.0114,0.0116,0.0111,-0.0769,0.0769,0.9416,0.0000,0.0439,-0.0364,1.6057,-0.0253,0.0823,1.5068,0.0779,1.1862,1.1862,0.9719,0.3274,0.2682,0.2799,-0.0670,False,0.2087,0.4696,0.1942,0.2087,0.2703
d_conj_wave_current,5,UNIVERSAL,91252,25542,42298,0.0180,0.0182,0.0179,-0.0188,0.0188,0.9194,0.0000,0.0339,-0.0008,0.0736,-0.0023,0.0003,0.0518,0.0004,1.2214,1.2214,1.2214,0.3283,0.3283,0.2799,0.0113,False,0.2580,0.2580,0.2261,0.3159,0.2616
d2_tension_tide,3,UNIVERSAL,91252,42076,22946,0.0217,0.0227,0.0206,0.0057,0.0057,0.9270,0.9083,0.0005,0.0008,0.2665,-0.0005,-0.0006,0.1808,-0.0006,1.3246,1.3246,1.3231,0.5849,0.5843,0.4611,0.0000,False,0.3217,0.1333,0.3130,0.2580,0.2597
d_conj_wave_current,3,UNIVERSAL,91252,42076,22946,0.0195,0.0201,0.0190,-0.0234,0.0234,0.9203,0.0000,0.0442,-0.0012,0.0691,-0.0021,0.0003,0.0478,0.0008,1.1533,1.1533,1.1362,0.5194,0.5117,0.4611,0.0000,False,0.2812,0.2783,0.1739,0.3014,0.2577
kf_conjugation_innov,5,UNIVERSAL,91252,25542,42298,0.0185,0.0186,0.0184,0.0214,0.0214,0.9163,0.6769,-0.0019,0.0005,0.0847,-0.0004,-0.0011,0.0651,0.0001,1.1460,1.0614,1.1460,0.2888,0.3119,0.2799,0.0090,False,0.2638,0.2754,0.1623,0.3304,0.2546
d2_kalman_velocity,7,UNIVERSAL,91252,16805,56142,0.0098,0.0102,0.0095,-0.0182,0.0182,0.9473,0.2137,-0.0063,-0.0041,0.2376,0.0165,-0.0003,0.1973,0.0140,1.3920,1.3816,1.3920,0.2406,0.2424,0.1842,0.0000,False,0.1855,0.2522,0.3826,0.1913,0.2526
d_kalman_velocity,3,UNIVERSAL,91252,42076,22946,0.0110,0.0114,0.0106,-0.0295,0.0295,0.9405,0.0001,0.0189,-0.0038,0.1533,-0.0007,0.0004,0.1232,0.0024,1.2829,1.2829,1.1717,0.5718,0.5222,0.4611,0.0000,False,0.2058,0.3159,0.2754,0.2116,0.2519
kf_tension_norm_innov,3,UNIVERSAL,91252,42076,22946,0.0231,0.0241,0.0220,0.0008,0.0008,0.9180,0.0001,-0.0185,0.0015,1.5096,-0.0011,0.0004,0.9055,-0.0050,1.2827,1.2723,1.2827,0.5619,0.5665,0.4611,0.0000,False,0.3333,0.0638,0.2725,0.3246,0.2490
kf_rvol_innov,3,UNIVERSAL,91252,42076,22946,0.0109,0.0113,0.0105,-0.0280,0.0280,0.9403,0.0005,0.0166,-0.0125,0.5180,0.0018,0.0011,0.4166,0.0100,1.2701,1.2701,1.1758,0.5665,0.5244,0.4611,0.0000,False,0.1971,0.3130,0.2580,0.2145,0.2448
spread_tide_current,3,UNIVERSAL,91252,42076,22946,0.0144,0.0147,0.0142,-0.0376,0.0376,0.9303,0.0000,0.0235,0.0059,1.6078,0.0093,0.0645,1.4666,0.0620,1.1372,1.1372,1.0568,0.5150,0.4786,0.4611,0.0000,False,0.2174,0.3623,0.1565,0.2493,0.2448
d2_rsi_value,5,UNIVERSAL,91252,25542,42298,0.0128,0.0133,0.0123,0.0039,0.0039,0.9374,0.6320,-0.0022,0.0204,7.6643,0.0000,-0.0067,6.4040,-0.1000,1.4442,1.3987,1.4442,0.3695,0.3815,0.2799,-0.0033,False,0.2145,0.1072,0.4261,0.2174,0.2412
d2_rsi_value,7,UNIVERSAL,91252,16805,56142,0.0109,0.0115,0.0104,0.0029,0.0029,0.9455,0.5691,-0.0029,0.0088,7.7738,0.0000,-0.0108,6.5204,-0.1000,1.4805,1.4652,1.4805,0.2541,0.2567,0.1842,0.0000,False,0.2000,0.0870,0.4783,0.1971,0.2407
d_wave_accel,5,UNIVERSAL,91252,25542,42298,0.0170,0.0172,0.0168,0.0146,0.0146,0.9186,0.1039,-0.0074,0.0004,0.0568,0.0000,-0.0003,0.0411,-0.0001,1.1799,1.1319,1.1799,0.3048,0.3178,0.2799,0.0068,False,0.2522,0.2116,0.1855,0.3188,0.2387
d2_conj_wave_tide,5,UNIVERSAL,91252,25542,42298,0.0163,0.0165,0.0161,0.0151,0.0151,0.9198,0.0812,-0.0080,0.0004,0.0567,0.0000,-0.0003,0.0410,-0.0001,1.1786,1.1265,1.1786,0.3035,0.3176,0.2799,0.0070,False,0.2406,0.2145,0.1826,0.3130,0.2341
geo_accel_align,3,UNIVERSAL,91252,42076,22946,0.0061,0.0061,0.0062,-0.0750,0.0750,0.9508,0.0000,0.0415,0.0320,0.6943,0.0074,0.0843,0.7056,0.1387,1.0754,0.9246,0.9870,0.4284,0.4574,0.4611,0.0000,False,0.1594,0.4667,0.1304,0.1768,0.2325
d2_kalman_velocity,5,UNIVERSAL,91252,25542,42298,0.0105,0.0109,0.0101,-0.0142,0.0142,0.9447,0.0151,-0.0111,-0.0034,0.2370,0.0168,-0.0004,0.1887,0.0135,1.3300,1.3300,1.3275,0.3550,0.3544,0.2799,-0.0181,False,0.1942,0.2058,0.3217,0.2029,0.2307
d_wave_accel,3,UNIVERSAL,91252,42076,22946,0.0162,0.0163,0.0161,0.0179,0.0179,0.9220,0.0079,-0.0126,0.0002,0.0531,0.0000,-0.0006,0.0390,-0.0001,1.1255,1.0933,1.1255,0.4916,0.5060,0.4611,0.0000,False,0.2377,0.2493,0.1478,0.2928,0.2291
kf_rvol_pred_vel,3,UNIVERSAL,91252,42076,22946,0.0164,0.0173,0.0155,-0.0074,0.0074,0.9331,0.0000,0.0203,0.0017,0.1630,-0.0089,0.0029,0.1279,-0.0055,1.2840,1.2840,1.2692,0.5698,0.5632,0.4611,0.0000,False,0.2449,0.1551,0.2797,0.2333,0.2288
kf_rvol_filt_vel,3,UNIVERSAL,91252,42076,22946,0.0164,0.0173,0.0155,-0.0074,0.0074,0.9331,0.0000,0.0203,0.0017,0.1630,-0.0089,0.0029,0.1279,-0.0055,1.2840,1.2840,1.2692,0.5698,0.5632,0.4611,0.0000,False,0.2449,0.1551,0.2797,0.2333,0.2288
d2_conj_wave_tide,3,UNIVERSAL,91252,42076,22946,0.0157,0.0158,0.0156,0.0183,0.0183,0.9238,0.0056,-0.0131,0.0003,0.0530,0.0000,-0.0006,0.0389,-0.0001,1.1242,1.0901,1.1242,0.4902,0.5056,0.4611,0.0000,False,0.2348,0.2551,0.1449,0.2783,0.2261
d_fear_level,5,UNIVERSAL,91252,25542,42298,0.0032,0.0031,0.0034,0.0537,0.0537,0.9827,0.0000,-0.0168,0.0137,0.4437,0.0000,-0.0109,0.4682,0.0000,1.2198,0.7802,0.9686,0.2212,0.2746,0.2799,0.0182,False,0.1246,0.4145,0.2232,0.1188,0.2206
d_fear_level,7,UNIVERSAL,91252,16805,56142,0.0033,0.0031,0.0035,0.0379,0.0379,0.9816,0.0000,-0.0134,0.0110,0.4345,0.0000,-0.0066,0.4738,0.0000,1.2426,0.7574,0.9332,0.1417,0.1746,0.1842,0.0000,False,0.1275,0.3652,0.2377,0.1217,0.2133
kalman_velocity,3,UNIVERSAL,91252,42076,22946,0.0165,0.0175,0.0155,-0.0039,0.0039,0.9332,0.0003,0.0172,0.0023,0.1504,-0.0073,0.0028,0.1181,-0.0046,1.2703,1.2703,1.2699,0.5641,0.5639,0.4611,0.0000,False,0.2493,0.1043,0.2609,0.2290,0.2119
rsi_divergence_strength,5,UNIVERSAL,91252,25542,42298,0.0050,0.0051,0.0049,0.0549,0.0549,0.9755,0.0000,-0.0163,0.0472,0.1289,0.0000,0.0405,0.1169,0.0000,1.1179,0.9962,1.1179,0.2756,0.3093,0.2799,0.0612,False,0.1507,0.4203,0.1391,0.1304,0.2112
d_sigma_wave,3,UNIVERSAL,91252,42076,22946,0.0078,0.0078,0.0077,0.0178,0.0178,0.9472,0.0001,-0.0185,0.0039,0.8822,-0.0066,-0.0113,0.8106,-0.0400,1.2282,1.2282,1.2164,0.5474,0.5422,0.4611,0.0000,False,0.1710,0.2464,0.2319,0.1942,0.2097
kf_rvol_norm_innov,3,UNIVERSAL,91252,42076,22946,0.0062,0.0063,0.0060,-0.0261,0.0261,0.9601,0.0001,0.0181,-0.0326,1.4200,0.0041,0.0023,1.1699,0.0247,1.2177,1.2177,1.1333,0.5470,0.5091,0.4611,0.0000,False,0.1623,0.2986,0.2203,0.1507,0.2086
d_sigma_wave,7,UNIVERSAL,91252,16805,56142,0.0083,0.0085,0.0082,0.0048,0.0048,0.9488,0.1220,-0.0078,0.0010,0.9208,-0.0106,-0.0031,0.8131,-0.0241,1.3745,1.3745,1.3282,0.2406,0.2325,0.1842,0.0000,False,0.1739,0.1130,0.3565,0.1855,0.2067
d_fear_level,3,UNIVERSAL,91252,42076,22946,0.0023,0.0023,0.0024,0.0568,0.0568,0.9868,0.0000,-0.0181,0.0104,0.4583,0.0000,-0.0155,0.4528,0.0000,1.1347,0.8653,1.0065,0.4016,0.4671,0.4611,0.0000,False,0.1217,0.4261,0.1507,0.1159,0.2039
d_sigma_wave,5,UNIVERSAL,91252,25542,42298,0.0062,0.0063,0.0062,0.0087,0.0087,0.9521,0.0100,-0.0118,0.0014,0.9028,-0.0079,-0.0060,0.8134,-0.0304,1.2966,1.2966,1.2697,0.3482,0.3410,0.2799,-0.0073,False,0.1652,0.1623,0.2899,0.1710,0.1968
kf_conjugation_norm_innov,3,UNIVERSAL,91252,42076,22946,0.0057,0.0056,0.0058,0.0299,0.0299,0.9579,0.3258,-0.0047,0.0005,0.4687,-0.0014,-0.0127,0.3896,-0.0001,1.0276,0.9724,1.0245,0.4464,0.4703,0.4611,0.0000,False,0.1536,0.3188,0.1188,0.1623,0.1880
wave_flip_direction,3,UNIVERSAL,91252,42076,22946,0.0009,0.0009,0.0009,-0.0425,0.0425,0.9955,0.0000,0.0087,-0.0033,0.2088,0.0000,0.0056,0.2086,0.0000,1.0036,0.9998,0.9964,0.4627,0.4612,0.4611,0.0000,False,0.1072,0.3884,0.1072,0.1072,0.1775
wave_flip_direction,5,UNIVERSAL,91252,25542,42298,0.0017,0.0016,0.0018,-0.0392,0.0392,0.9912,0.0000,0.0081,-0.0043,0.1987,0.0000,0.0040,0.2197,0.0000,1.0063,0.9981,0.9937,0.2816,0.2804,0.2799,-0.0133,False,0.1101,0.3739,0.1130,0.1101,0.1768
d2_kalman_velocity,3,UNIVERSAL,91252,42076,22946,0.0087,0.0091,0.0083,-0.0062,0.0062,0.9533,0.0115,-0.0120,-0.0018,0.2217,0.0159,-0.0005,0.1831,0.0130,1.2082,1.1962,1.2082,0.5354,0.5407,0.4611,0.0000,False,0.1768,0.1420,0.2174,0.1681,0.1765
d2_sigma_wave,7,UNIVERSAL,91252,16805,56142,0.0049,0.0050,0.0049,0.0023,0.0023,0.9586,0.6367,-0.0024,0.0013,1.3443,0.0000,-0.0015,1.2106,-0.0082,1.2985,1.2985,1.2799,0.2290,0.2257,0.1842,0.0000,False,0.1478,0.0754,0.2928,0.1594,0.1683
wave_flip_direction,7,UNIVERSAL,91252,16805,56142,0.0022,0.0021,0.0023,-0.0264,0.0264,0.9879,0.0026,0.0056,-0.0033,0.1925,0.0000,0.0024,0.2218,0.0000,1.0070,0.9963,0.9930,0.1854,0.1848,0.1842,0.0000,False,0.1188,0.3014,0.1159,0.1130,0.1626
d_vol_up_down_ratio,7,UNIVERSAL,91252,16805,56142,0.0059,0.0061,0.0057,-0.0052,0.0052,0.9590,0.0157,0.0123,-0.0021,0.3713,0.0000,-0.0003,0.3312,0.0000,1.1849,1.1849,1.1814,0.2121,0.2115,0.1842,0.0000,False,0.1565,0.1275,0.1913,0.1536,0.1574
rsi_divergence_strength,3,UNIVERSAL,91252,42076,22946,0.0043,0.0041,0.0045,0.0157,0.0157,0.9772,0.0017,0.0107,0.0442,0.1259,0.0000,0.0422,0.1155,0.0000,1.0357,1.0026,1.0357,0.4610,0.4763,0.4611,0.0000,False,0.1391,0.2290,0.1217,0.1246,0.1543
d2_sigma_wave,5,UNIVERSAL,91252,25542,42298,0.0037,0.0037,0.0036,0.0017,0.0017,0.9630,0.9101,-0.0005,0.0018,1.3187,-0.0064,-0.0003,1.2177,-0.0067,1.2510,1.2218,1.2510,0.3303,0.3382,0.2799,-0.0044,False,0.1333,0.0696,0.2493,0.1449,0.1487
kf_conjugation_norm_innov,7,UNIVERSAL,91252,16805,56142,0.0021,0.0021,0.0021,0.0153,0.0153,0.9761,0.3964,0.0043,0.0036,0.5116,-0.0014,-0.0029,0.4023,0.0010,1.0715,1.0607,1.0715,0.1933,0.1953,0.1842,0.0000,False,0.1159,0.2174,0.1275,0.1275,0.1465
d2_sigma_wave,3,UNIVERSAL,91252,42076,22946,0.0042,0.0042,0.0041,0.0030,0.0030,0.9630,0.7748,-0.0014,0.0041,1.2934,-0.0076,0.0003,1.2251,-0.0035,1.2024,1.1681,1.2024,0.5231,0.5385,0.4611,0.0000,False,0.1362,0.0899,0.2087,0.1391,0.1433
kf_conjugation_norm_innov,5,UNIVERSAL,91252,25542,42298,0.0036,0.0035,0.0037,0.0138,0.0138,0.9673,0.5560,0.0027,0.0006,0.4877,-0.0019,-0.0055,0.4057,0.0008,1.0045,0.9955,1.0042,0.2772,0.2796,0.2799,0.0002,False,0.1304,0.1971,0.1101,0.1362,0.1432
geo_accel_align,5,UNIVERSAL,91252,25542,42298,0.0019,0.0019,0.0019,0.0133,0.0133,0.9744,0.0434,-0.0092,0.0619,0.6998,0.0802,0.0526,0.6991,0.0589,1.1177,0.8867,1.1177,0.2476,0.3122,0.2799,0.1100,False,0.1130,0.1884,0.1362,0.1333,0.1417
kf_tension_gain,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0384,0.0384,1.0000,0.0000,-0.0035,0.6395,0.0085,0.6393,0.6393,0.0037,0.6393,1.0018,1.0000,1.0018,0.2794,0.2799,0.2799,0.0320,False,0.0536,0.3681,0.0913,0.0536,0.1417
d_vol_up_down_ratio,5,UNIVERSAL,91252,25542,42298,0.0049,0.0050,0.0048,-0.0051,0.0051,0.9617,0.0027,0.0137,-0.0020,0.3653,0.0000,-0.0003,0.3244,0.0000,1.1197,1.1146,1.1197,0.3058,0.3072,0.2799,0.0021,False,0.1449,0.1246,0.1420,0.1478,0.1397
kf_conjugation_gain,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0373,0.0373,1.0000,0.0000,-0.0035,0.6396,0.0094,0.6393,0.6393,0.0045,0.6393,1.0018,1.0000,1.0018,0.2794,0.2799,0.2799,0.0339,False,0.0536,0.3565,0.0913,0.0536,0.1388
kf_conjugation_gain,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0325,0.0325,1.0000,0.0000,-0.0031,0.6396,0.0103,0.6393,0.6394,0.0063,0.6393,1.0022,1.0000,1.0022,0.1838,0.1842,0.1842,0.0000,False,0.0536,0.3333,0.1029,0.0536,0.1359
kf_rvol_gain,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0360,0.0360,1.0000,0.0000,-0.0033,0.6669,0.0077,0.6667,0.6667,0.0036,0.6667,1.0017,1.0000,1.0017,0.2794,0.2799,0.2799,0.0319,False,0.0536,0.3478,0.0841,0.0536,0.1348
kf_tension_gain,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0308,0.0308,1.0000,0.0000,-0.0031,0.6396,0.0091,0.6393,0.6394,0.0057,0.6393,1.0022,1.0000,1.0022,0.1838,0.1842,0.1842,0.0000,False,0.0536,0.3246,0.1029,0.0536,0.1337
kf_rvol_gain,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0302,0.0302,1.0000,0.0000,-0.0027,0.6670,0.0083,0.6667,0.6668,0.0052,0.6667,1.0019,1.0000,1.0019,0.1838,0.1842,0.1842,0.0000,False,0.0536,0.3217,0.0957,0.0536,0.1312
d_vol_up_down_ratio,3,UNIVERSAL,91252,42076,22946,0.0044,0.0045,0.0043,-0.0033,0.0033,0.9630,0.0065,0.0129,-0.0023,0.3513,0.0000,-0.0012,0.3184,0.0000,1.0416,1.0416,1.0130,0.4767,0.4636,0.4611,0.0000,False,0.1420,0.0986,0.1246,0.1420,0.1268
kf_rsi_gain,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,-0.0259,0.0259,1.0000,0.0000,0.0026,0.5906,0.0085,0.5908,0.5908,0.0050,0.5908,1.0020,1.0020,1.0001,0.1841,0.1838,0.1842,0.0000,False,0.0536,0.2957,0.0986,0.0536,0.1254
kf_rsi_gain,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,-0.0269,0.0269,1.0000,0.0000,0.0031,0.5907,0.0074,0.5908,0.5908,0.0036,0.5908,1.0017,1.0017,1.0001,0.2799,0.2794,0.2799,-0.0263,False,0.0536,0.3043,0.0870,0.0536,0.1246
kf_tension_gain,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0196,0.0196,1.0000,0.0001,-0.0018,0.6395,0.0071,0.6393,0.6393,0.0039,0.6393,1.0005,1.0000,1.0005,0.4609,0.4611,0.4611,0.0000,False,0.0536,0.2609,0.0739,0.0536,0.1105
kf_price_gain,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0172,0.0172,1.0000,0.0000,-0.0019,0.6009,0.0057,0.6008,0.6008,0.0035,0.6008,1.0012,1.0006,1.0012,0.2796,0.2797,0.2799,0.0160,False,0.0536,0.2348,0.0812,0.0536,0.1058
kf_conjugation_gain,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0172,0.0172,1.0000,0.0001,-0.0018,0.6395,0.0078,0.6393,0.6394,0.0052,0.6393,1.0005,1.0000,1.0005,0.4609,0.4611,0.4611,0.0000,False,0.0536,0.2377,0.0739,0.0536,0.1047
kf_rvol_gain,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0168,0.0168,1.0000,0.0002,-0.0016,0.6668,0.0064,0.6667,0.6667,0.0041,0.6667,1.0005,1.0000,1.0005,0.4609,0.4611,0.4611,0.0000,False,0.0536,0.2319,0.0667,0.0536,0.1014
kf_rsi_gain,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,-0.0131,0.0131,1.0000,0.0012,0.0015,0.5907,0.0060,0.5908,0.5908,0.0040,0.5908,1.0005,1.0005,1.0000,0.4611,0.4609,0.4611,0.0000,False,0.0536,0.1855,0.0696,0.0536,0.0906
kf_price_gain,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0034,0.0034,1.0000,0.0227,-0.0011,0.6009,0.0050,0.6008,0.6009,0.0043,0.6008,1.0002,1.0002,1.0002,0.4610,0.4610,0.4611,0.0000,False,0.0536,0.1014,0.0638,0.0536,0.0681
kf_price_gain,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0025,0.0025,1.0000,0.3424,-0.0005,0.6009,0.0058,0.6008,0.6009,0.0046,0.6008,1.0011,1.0011,1.0011,0.1840,0.1840,0.1842,0.0000,False,0.0536,0.0812,0.0783,0.0536,0.0667
current_window,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,60.0000,0.0000,60.0000,60.0000,0.0000,60.0000,1.0000,1.0000,1.0000,0.2799,0.2799,0.2799,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_w,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.4611,0.4611,0.4611,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
current_window,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,60.0000,0.0000,60.0000,60.0000,0.0000,60.0000,1.0000,1.0000,1.0000,0.1842,0.1842,0.1842,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
current_window,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,60.0000,0.0000,60.0000,60.0000,0.0000,60.0000,1.0000,1.0000,1.0000,0.4611,0.4611,0.4611,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_z,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.1842,0.1842,0.1842,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_x,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.4611,0.4611,0.4611,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_w,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.2799,0.2799,0.2799,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_x,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.2799,0.2799,0.2799,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_x,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.1842,0.1842,0.1842,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
schema_version,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.4611,0.4611,0.4611,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
schema_version,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.2799,0.2799,0.2799,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
schema_version,7,UNIVERSAL,91252,16805,56142,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.1842,0.1842,0.1842,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_y,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.4611,0.4611,0.4611,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_y,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.2799,0.2799,0.2799,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
tide_window,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,240.0000,0.0000,240.0000,240.0000,0.0000,240.0000,1.0000,1.0000,1.0000,0.2799,0.2799,0.2799,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_z,5,UNIVERSAL,91252,25542,42298,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.2799,0.2799,0.2799,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
geo_quat_z,3,UNIVERSAL,91252,42076,22946,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.4611,0.4611,0.4611,0.0000,False,0.0536,0.0319,0.0319,0.0536,0.0428
